ID,Name,City,Country,Award,Source List,Cuisine\
321,KAI,Kagoshima,Japan,Tabelog Bronze,Tabelog Selection,Italian\
322,Kaikatei,Gifu,Japan,Tabelog Bronze,Tabelog Selection,Chinese\
323,Kalpasi,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Asian/Ethnic/Curry\
324,kamoshiya Kusumoto,Osaka,Japan,Tabelog Bronze,Tabelog Selection,Creative\
325,Kaniyoshi,Tottori,Japan,Tabelog Bronze,Tabelog Selection,Seafood\
326,Kanjo,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
327,Kaoru HIROO,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Innovative\
328,Karashima,Fukuoka,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
329,Karatsu,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
330,Karyu,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
331,Kashiwaya,Osaka,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
332,Kashu,Aomori,Japan,Tabelog Bronze,Tabelog Selection,French\
333,Katatsumuri,Gifu,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
334,Kawada,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
335,Kawaguchi,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
336,Kawaki,Fukui,Japan,Tabelog Bronze,Tabelog Selection,Seafood\
337,Kawamura,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
338,Kibatani,Ishikawa,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
339,Kikunoi Honten,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
340,Kinryusan,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
341,Kioicho Mitani,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
342,Kitagawa,Mie,Japan,Tabelog Bronze,Tabelog Selection,Chinese\
343,Kitajimatei,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,French\
344,Kitchen Ribbon,Aichi,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
345,kitchen Toshiki,Aichi,Japan,Tabelog Bronze,Tabelog Selection,Other\
346,Kiyota Hanare,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
347,Kizaki,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
348,Kobanzushi,Fukushima,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
349,Kobayashi,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
350,Kodaiji Wakuden,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
351,Kohane,Shizuoka,Japan,Tabelog Bronze,Tabelog Selection,Yakitori/Poultry\
352,Koho,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Chinese\
353,Koki,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Chinese\
354,Komatsu,Ishikawa,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
355,Komatsu Yasuke,Ishikawa,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
356,Kondo,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Tempura\
357,Konishiya,Hyogo,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
358,Korakuan,Shiga,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
359,Koshiba,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
360,Kotowari wo Hakarumise Bando,Aichi,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
361,Kuishinbo YAMANAKA,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
362,Kurogi,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
363,KUROMORI,Miyagi,Japan,Tabelog Bronze,Tabelog Selection,Chinese\
364,Kurosaki,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
365,Kuruma,Gunma,Japan,Tabelog Bronze,Tabelog Selection,Tempura\
366,Kutan,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
367,Kyo Seika,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Chinese\
368,Kyoaji Motoi,Aichi,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
369,Kyodaizushi,Niigata,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
370,Kyogokuzushi,Shiga,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
371,KYOTO KITCHO Arashiyama,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
372,Kyu,Akita,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
373,L'AFFINAGE,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,French\
374,L'ALGORITHME,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,French\
375,L'Atelier de NOTO,Ishikawa,Japan,Tabelog Bronze,Tabelog Selection,French\
376,L'\'e9crin,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,French\
377,La Blanche,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,French\
378,LA CASA DI Tetsuo Ota,Nagano,Japan,Tabelog Bronze,Tabelog Selection,Innovative\
379,La Cime,Osaka,Japan,Tabelog Bronze,Tabelog Selection,French\
380,La Clairi\'e8re,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,French\
381,La Floraison de TAKEUCHI,Aichi,Japan,Tabelog Bronze,Tabelog Selection,French\
382,La Kanro,Osaka,Japan,Tabelog Bronze,Tabelog Selection,Innovative\
383,La Mer,Mie,Japan,Tabelog Bronze,Tabelog Selection,French\
384,La Mer the CLASSIC,Mie,Japan,Tabelog Bronze,Tabelog Selection,French\
385,La Stalla,Ibaraki,Japan,Tabelog Bronze,Tabelog Selection,Italian\
386,LA VAGABONDE,Aichi,Japan,Tabelog Bronze,Tabelog Selection,French\
387,LATURE,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,French\
388,Le Mange-Tout,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,French\
389,Le Mus\'e9e IDEA,Hokkaido,Japan,Tabelog Bronze,Tabelog Selection,French\
390,le-sorcier,Yamaguchi,Japan,Tabelog Bronze,Tabelog Selection,French\
391,Les champs d'or,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,French\
392,Les Saisons,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,French\
393,LURRA\'b0,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Innovative\
394,Maeda,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
395,Maekawa,Ishikawa,Japan,Tabelog Bronze,Tabelog Selection,Yakitori/Poultry\
396,Maison DIA Mizuguchi,Aichi,Japan,Tabelog Bronze,Tabelog Selection,French\
397,maison FUJIYA Hakodate,Hokkaido,Japan,Tabelog Bronze,Tabelog Selection,French\
398,Maison KEI,Shizuoka,Japan,Tabelog Bronze,Tabelog Selection,French\
399,MAISON LAFITE,Fukuoka,Japan,Tabelog Bronze,Tabelog Selection,French\
400,Makino,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Seafood\
401,MAKINONC\'ce,Ishikawa,Japan,Tabelog Bronze,Tabelog Selection,French\
402,malca,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Italian\
403,MANGER,Osaka,Japan,Tabelog Bronze,Tabelog Selection,Tonkatsu/Fried foods\
404,Manzan,Chiba,Japan,Tabelog Bronze,Tabelog Selection,Chinese\
405,Marushin,Fukushima,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
406,Maruyasu,Hyogo,Japan,Tabelog Bronze,Tabelog Selection,Seafood\
407,Mas de Lavande,Aichi,Japan,Tabelog Bronze,Tabelog Selection,French\
408,Masachan,Osaka,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
409,Masuda,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
410,Matayoshi,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
411,Matsuishi,Miyagi,Japan,Tabelog Bronze,Tabelog Selection,Chinese\
412,Matsuka,Nagano,Japan,Tabelog Bronze,Tabelog Selection,Unagi\
413,Matsumoto,Hyogo,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
414,Matsuura,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
415,MAZ,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Innovative\
416,mikami limited50,Osaka,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
417,Mikasa,Kanagawa,Japan,Tabelog Bronze,Tabelog Selection,Tempura\
418,Mikawa,Akita,Japan,Tabelog Bronze,Tabelog Selection,Tempura\
419,Mikawa Zezankyo,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Tempura\
420,Mimuro,Kumamoto,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
421,Minato,Hokkaido,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
422,Mitsuki,Tottori,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
423,Mitsuyasu,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
424,Miyamasou,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
425,Miyamoto,Shizuoka,Japan,Tabelog Bronze,Tabelog Selection,Soba\
426,Miyamoto,Osaka,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
427,Miyasaka,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
428,Miyazaki,Fukui,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
429,Mizai,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
430,Mizukami,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
431,Mizuki,Gifu,Japan,Tabelog Bronze,Tabelog Selection,Yakitori/Poultry\
432,Mochizuki,Aichi,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
433,Moe es,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Yakitori/Poultry\
434,Mokkosu,Gunma,Japan,Tabelog Bronze,Tabelog Selection,Tempura\
435,Moli\'e8re,Hokkaido,Japan,Tabelog Bronze,Tabelog Selection,French\
436,Momen,Osaka,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
437,Morifuji,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
438,MOTO\'cf,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,French\
439,Mumyo,Nagano,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
440,Murakami,Osaka,Japan,Tabelog Bronze,Tabelog Selection,French\
441,Murakami,Kumamoto,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
442,Muroi,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
443,Muroi,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
444,Muromachi Wakuden,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
445,Mutsuki,Aichi,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
446,Myoken Ishiharaso Shokusai Ishikura,Kagoshima,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
447,N.,Akita,Japan,Tabelog Bronze,Tabelog Selection,Izakaya\
448,Nabeno-Ism,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,French\
449,NAKADO,Hiroshima,Japan,Tabelog Bronze,Tabelog Selection,French\
450,NAKAHARA,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
451,Nakajo,Kanagawa,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
452,Nakamura,Osaka,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
453,Nakamura,Shizuoka,Japan,Tabelog Bronze,Tabelog Selection,Tempura\
454,Nakamura,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Steak/Teppanyaki\
455,Nakashima,Hiroshima,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
456,Nanachome,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Yakitori/Poultry\
457,Narikura,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Tonkatsu/Fried foods\
458,Nawaya,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
459,Nijikichi,Ehime,Japan,Tabelog Bronze,Tabelog Selection,Seafood\
460,Nikaku,Fukuoka,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
461,Nikon,Nara,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
462,Nikutoieba Matsuda Nara Honten,Nara,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
463,Nikuya Setsugekka Nagoya,Aichi,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
464,Ninomae,Hyogo,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
465,Nishi,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
466,Nishikawa,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
467,Nishizaki,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
468,No Name,Ehime,Japan,Tabelog Bronze,Tabelog Selection,Italian\
469,Noguchi Taro,Osaka,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
470,NONOKA RESTAURANT,Fukuoka,Japan,Tabelog Bronze,Tabelog Selection,Innovative\
471,Obana,Gunma,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
472,Oga,Osaka,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
473,Ohata,Osaka,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
474,OHKUSA,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Yakitori/Poultry\
475,Ohtani,Aichi,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
476,Omino,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Yakitori/Poultry\
477,Omino Kamiyacho,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Yakitori/Poultry\
478,Oniya,Niigata,Japan,Tabelog Bronze,Tabelog Selection,Yakitori/Poultry\
479,Ono,Osaka,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
480,Onozawa,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
481,Onza,Shiga,Japan,Tabelog Bronze,Tabelog Selection,Yakitori/Poultry\
482,Osamu,Fukuoka,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
483,Osamuchan,Osaka,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
484,OSTERIA ENOTECA DA SASINO,Aomori,Japan,Tabelog Bronze,Tabelog Selection,Italian\
485,Otagi,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
486,Otomezushi,Ishikawa,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
487,Otowa restaurant,Tochigi,Japan,Tabelog Bronze,Tabelog Selection,French\
488,Owatari,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
489,Point,Osaka,Japan,Tabelog Bronze,Tabelog Selection,French\
490,Pome,Osaka,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
491,PRISMA,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Italian\
492,RADICE,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Italian\
493,Ranmaru,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
494,Rantei Vivian,Fukushima,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
495,Rem\'e8de nikaho,Akita,Japan,Tabelog Bronze,Tabelog Selection,French\
496,Ren Mishina,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
497,Restaurant HONJIN,Aichi,Japan,Tabelog Bronze,Tabelog Selection,French\
498,Restaurant l'equateur,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Innovative\
499,Restaurant La FinS,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,French\
500,RESTAURANT Ohtsu,Ibaraki,Japan,Tabelog Bronze,Tabelog Selection,French\
501,restaurant Ryu,Mie,Japan,Tabelog Bronze,Tabelog Selection,French\
502,RESTAURANT Ryuzu,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,French\
503,Restaurant SNOW,Fukuoka,Japan,Tabelog Bronze,Tabelog Selection,Innovative\
504,Restaurant Sola,Fukuoka,Japan,Tabelog Bronze,Tabelog Selection,French\
505,RESTAURANT TAKATSU,Yamaguchi,Japan,Tabelog Bronze,Tabelog Selection,French\
506,Ribatei,Kanagawa,Japan,Tabelog Bronze,Tabelog Selection,Yakitori/Poultry\
507,Rin,Shizuoka,Japan,Tabelog Bronze,Tabelog Selection,Unagi\
508,ristorante NAKAMOTO,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Italian\
509,Ristorante SHIKAZAWA,Iwate,Japan,Tabelog Bronze,Tabelog Selection,Italian\
510,Roan Matsuda Sasayama,Hyogo,Japan,Tabelog Bronze,Tabelog Selection,Soba\
511,Rokkan,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
512,Ryobo,Kagawa,Japan,Tabelog Bronze,Tabelog Selection,Italian\
513,RYORIYA STEPHAN PANTEL,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,French\
514,RyuGin,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
515,Saeki,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
516,Saeki Hanten,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Chinese\
517,Sakagawa,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
518,Sakana,Gifu,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
519,Sangencha,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
520,Sanroku,Kumamoto,Japan,Tabelog Bronze,Tabelog Selection,Yakitori/Poultry\
521,Sato,Fukuoka,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
522,SATO Briand Honten,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
523,SATO Briand Nigo,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
524,Seiryuen,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
525,Sen,Kanagawa,Japan,Tabelog Bronze,Tabelog Selection,Yakitori/Poultry\
526,SEN,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
527,Senpachi,Fukuoka,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
528,SENSE,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Chinese\
529,SENTI.U,Kagoshima,Japan,Tabelog Bronze,Tabelog Selection,Italian\
530,Sessonan,Ibaraki,Japan,Tabelog Bronze,Tabelog Selection,French\
531,Setsugekka Ginza,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
532,Setsugekka Tanaka Satoru,Aichi,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
533,Shimbashi Sasada,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
534,Shimizu,Aichi,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
535,shimoyamitenaeizuru,Hokkaido,Japan,Tabelog Bronze,Tabelog Selection,Innovative\
536,Shinchaya,Iwate,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
537,Shinoda,Ehime,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
538,ShinoiS,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Chinese\
539,Shintaku,Niigata,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
540,Shizuku,Osaka,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
541,Shofukuro Honten,Shiga,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
542,SH\'d3KUD\uc0\u332  YArn,Ishikawa,Japan,Tabelog Bronze,Tabelog Selection,Innovative\
543,Shota,Hokkaido,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
544,Shunji,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
545,Shutei Tanaka,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Yakitori/Poultry\
546,Sinc\'e8re,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,French\
547,sio,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Innovative\
548,Sizen Mukuan,Wakayama,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
549,Sobiki,Hiroshima,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
550,Soshi,Hiroshima,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
551,Souan Nabeshima,Saga,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
552,Sous-sus,Akita,Japan,Tabelog Bronze,Tabelog Selection,French\
553,STEAK HOUSE Baron,Kumamoto,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
554,Sudo Haruyoshi,Fukuoka,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
555,SUGALABO V,Osaka,Japan,Tabelog Bronze,Tabelog Selection,French\
556,Sugaya,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
557,Sushiei,Chiba,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
558,Sushikin,Hokkaido,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
559,Sushimichi Sakurada,Aichi,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
560,Sushinokura,Hokkaido,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
561,Sushisai Wakichi,Hokkaido,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
562,Sushisho,Akita,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
563,Sushisho Saito,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
564,Sushishunbi Nishikawa,Aichi,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
565,Suyama,Hokkaido,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
566,Suzaki Shokuryohinten,Kagawa,Japan,Tabelog Bronze,Tabelog Selection,Udon\
567,Suzuki,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
568,Suzutashiki,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
569,Tada,Osaka,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
570,Tagawa,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
571,Tagetsu,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
572,Takajo Kotobuki,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Yakitori/Poultry\
573,Takarazushibunten,Akita,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
574,TAKAYAMA,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Innovative\
575,Takeru,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
576,Takeuchi,Fukuoka,Japan,Tabelog Bronze,Tabelog Selection,Tempura\
577,Takumi Shingo,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
578,Tamawarai,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Soba\
579,Tamura,Fukuoka,Japan,Tabelog Bronze,Tabelog Selection,Asian/Ethnic/Curry\
580,Taniguchi,Hyogo,Japan,Tabelog Bronze,Tabelog Selection,Yakitori/Poultry\
581,Tanryu,Hyogo,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
582,Tashiro,Aichi,Japan,Tabelog Bronze,Tabelog Selection,Unagi\
583,Tempura Kusunoki,Aichi,Japan,Tabelog Bronze,Tabelog Selection,Tempura\
584,Tenhaku,Chiba,Japan,Tabelog Bronze,Tabelog Selection,Tempura\
585,Terasawa,Iwate,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
586,Terroir Aitoibukuro,Yamanashi,Japan,Tabelog Bronze,Tabelog Selection,Innovative\
587,TERUZUSHI,Fukuoka,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
588,Tokyo Nikushabuya,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
589,Tokyo Nikushabuya Subin,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
590,TOM Curiosa,Osaka,Japan,Tabelog Bronze,Tabelog Selection,Italian\
591,Tomato,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Asian/Ethnic/Curry\
592,Tomidokoro,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
593,Tomisuke,Hiroshima,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
594,TOMONO,Osaka,Japan,Tabelog Bronze,Tabelog Selection,Chinese\
595,Tomura,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
596,Toraya Kochuan,Tokushima,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
597,torila,Fukuoka,Japan,Tabelog Bronze,Tabelog Selection,Yakitori/Poultry\
598,Torisaki,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Yakitori/Poultry\
599,Torisawa22,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Yakitori/Poultry\
600,Torishige,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Izakaya\
601,Torishige,Shizuoka,Japan,Tabelog Bronze,Tabelog Selection,Yakitori/Poultry\
602,Torisho Ishii Hina,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Yakitori/Poultry\
603,TOUR D'ARGENT TOKYO,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,French\
604,Tout La Joie Ism,Aichi,Japan,Tabelog Bronze,Tabelog Selection,Innovative\
605,Toyonaga,Osaka,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
606,Tsubaki,Gifu,Japan,Tabelog Bronze,Tabelog Selection,Other\
607,Tsubasa,Fukuoka,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
608,Tsubomi,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
609,Tsuchiya,Osaka,Japan,Tabelog Bronze,Tabelog Selection,Tempura\
610,Tsugumi,Fukuoka,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
611,Tsugumian,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Unagi\
612,Tsukasa,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
613,Tsukioka,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
614,Tsukumo,Nara,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
615,Tsunechan,Osaka,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
616,Tsushima,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Chinese\
617,TTOAHISU,Fukuoka,Japan,Tabelog Bronze,Tabelog Selection,Innovative\
618,U.KAI,Osaka,Japan,Tabelog Bronze,Tabelog Selection,Innovative\
619,Ueda,Hyogo,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
620,Ueda,Aichi,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
621,Umi,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
622,unis,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,French\
623,Uotora,Fukuoka,Japan,Tabelog Bronze,Tabelog Selection,Izakaya\
624,Uozuya,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
625,USHIGORO S. GINZA,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
626,Vesta,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
627,villa aida,Wakayama,Japan,Tabelog Bronze,Tabelog Selection,Italian\
